task_id,file,worker,status,mano_cua_status,mano_cua_result,total_steps,compliance,compliance_issues,has_trajectory,trajectory_match,match_confidence,is_duplicate,grade
medical-appointment-scheduling-91,worker-08/medical-appointment-scheduling-91.json,worker-08,completed,KILLED_AT_80,unclear,82,warn,#10,no_result_desc,N/A,,no,D
meilisearch-ui-163,worker-08/meilisearch-ui-163.json,worker-08,completed,COMPLETED,abnormal,16,pass,,yes,match,,no,A
meilisearch-ui-239,worker-08/meilisearch-ui-239.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
minimal-chat-99,worker-08/minimal-chat-99.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
mint-ui-304,worker-08/mint-ui-304.json,worker-08,failed,COMPLETED,unclear,73,fail,"#7, #15, #16",N/A,N/A,,no,C
mint-ui-644,worker-08/mint-ui-644.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
mission-control-526,worker-08/mission-control-526.json,worker-08,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
mission-control-529,worker-08/mission-control-529.json,worker-08,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
misskey-hub-next-101,worker-08/misskey-hub-next-101.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
ng2-pdf-viewer-222,worker-08/ng2-pdf-viewer-222.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
ngx-loading-bar-184,worker-08/ngx-loading-bar-184.json,worker-08,completed,ERROR,unclear,6,pass,,yes,match,,no,A
ngx-loading-bar-40,worker-08/ngx-loading-bar-40.json,worker-08,completed,KILLED_AT_80,unclear,80,pass,,no_result_desc,N/A,,no,D
ngx-loading-bar-43,worker-08/ngx-loading-bar-43.json,worker-08,completed,KILLED_AT_80,unclear,80,pass,,no_result_desc,N/A,,no,D
ngx-loading-bar-65,worker-08/ngx-loading-bar-65.json,worker-08,completed,COMPLETED,unclear,18,pass,,no_result_desc,N/A,,no,D
ngx-loading-bar-85,worker-08/ngx-loading-bar-85.json,worker-08,completed,COMPLETED,unclear,10,pass,,no_result_desc,N/A,,no,D
ngx-loading-bar-93,worker-08/ngx-loading-bar-93.json,worker-08,completed,COMPLETED,no_bug,50,fail,#5,yes,mismatch,,no,C
ngx-loading-bar-pr159,worker-08/ngx-loading-bar-pr159.json,worker-08,completed,KILLED_AT_80,has_bug,80,fail,#5,no_result_desc,N/A,,no,D
ngx-loading-bar-pr164,worker-08/ngx-loading-bar-pr164.json,worker-08,completed,COMPLETED,no_bug,71,fail,#5,yes,match,,no,C
ngx-markdown-185,worker-08/ngx-markdown-185.json,worker-08,completed,COMPLETED,abnormal,45,pass,,yes,match,,no,A
nomie6-oss-22,worker-08/nomie6-oss-22.json,worker-08,completed,COMPLETED,has_bug,33,fail,#5,yes,match,,no,C
nomie6-oss-23,worker-08/nomie6-oss-23.json,worker-08,completed,KILLED_AT_80,unclear,80,pass,,no_result_desc,N/A,,no,D
nomie6-oss-37,worker-08/nomie6-oss-37.json,worker-08,completed,COMPLETED,has_bug,10,fail,#5,yes,match,,no,C
nomie6-oss-38,worker-08/nomie6-oss-38.json,worker-08,completed,COMPLETED,has_bug,40,fail,#5,yes,match,,no,C
nomie6-oss-41,worker-08/nomie6-oss-41.json,worker-08,completed,COMPLETED,no_bug,68,fail,#5,yes,match,,no,C
nomie6-oss-56,worker-08/nomie6-oss-56.json,worker-08,completed,COMPLETED,no_bug,26,fail,#5,yes,match,,no,C
nomie6-oss-58,worker-08/nomie6-oss-58.json,worker-08,completed,KILLED_AT_80,unclear,80,fail,#6,no,N/A,,no,D
nomie6-oss-pr48,worker-08/nomie6-oss-pr48.json,worker-08,completed,COMPLETED,normal,38,pass,,yes,match,,no,A
notivue-pr61,worker-08/notivue-pr61.json,worker-08,completed,COMPLETED,abnormal,69,pass,,yes,match,,no,A
nuxt-directus-144,worker-08/nuxt-directus-144.json,worker-08,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
nuxt-directus-147,worker-08/nuxt-directus-147.json,worker-08,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
nuxt-directus-157,worker-08/nuxt-directus-157.json,worker-08,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
nuxt-module-222,worker-08/nuxt-module-222.json,worker-08,completed,COMPLETED,normal,22,pass,,yes,match,,no,A
nuxt-swiper-139,worker-08/nuxt-swiper-139.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
nuxt-swiper-pr4,worker-08/nuxt-swiper-pr4.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
openapi-gui-pr55,worker-08/openapi-gui-pr55.json,worker-08,completed,COMPLETED,has_bug,65,fail,#5,yes,match,,no,C
openapi-gui-pr62,worker-08/openapi-gui-pr62.json,worker-08,completed,COMPLETED,no_bug,78,fail,#5,yes,match,,no,C
openclaw-nerve-140,worker-08/openclaw-nerve-140.json,worker-08,completed,TIMEOUT,unclear,59,pass,,no,N/A,,no,D
openclaw-nerve-184,worker-08/openclaw-nerve-184.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
openclaw-nerve-194,worker-08/openclaw-nerve-194.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
openclaw-nerve-25,worker-08/openclaw-nerve-25.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
openclaw-nerve-34,worker-08/openclaw-nerve-34.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
org-chart-306,worker-08/org-chart-306.json,worker-08,completed,COMPLETED,abnormal,15,pass,,yes,match,,no,A
overlayed-84,worker-08/overlayed-84.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
overlayed-87,worker-08/overlayed-87.json,worker-08,completed,COMPLETED,unclear,26,pass,,yes,match,,no,A
paperbits-demo-138,worker-08/paperbits-demo-138.json,worker-08,completed,COMPLETED,abnormal,40,pass,,yes,match,,no,A
paperbits-demo-74,worker-08/paperbits-demo-74.json,worker-08,completed,COMPLETED,abnormal,15,pass,,yes,match,,no,A
plot-2274,worker-08/plot-2274.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
qinglong-pr2811,worker-08/qinglong-pr2811.json,worker-08,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
qinglong-pr2833,worker-08/qinglong-pr2833.json,worker-08,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
qinglong-pr2837,worker-08/qinglong-pr2837.json,worker-08,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
qinglong-pr2862,worker-08/qinglong-pr2862.json,worker-08,failed,,,,warn,#16,N/A,N/A,,no,A
qinglong-pr2869,worker-08/qinglong-pr2869.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
qinglong-pr2877,worker-08/qinglong-pr2877.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
qinglong-pr613,worker-08/qinglong-pr613.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
rawgraphs-app-113,worker-08/rawgraphs-app-113.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
react-bootstrap-6827,worker-08/react-bootstrap-6827.json,worker-08,completed,COMPLETED,normal,11,pass,,yes,match,,no,A
react-bootstrap-6860,worker-08/react-bootstrap-6860.json,worker-08,completed,COMPLETED,normal,18,pass,,yes,match,,no,A
react-bootstrap-6866,worker-08/react-bootstrap-6866.json,worker-08,completed,COMPLETED,abnormal,77,pass,,yes,match,,no,A
react-bootstrap-6991,worker-08/react-bootstrap-6991.json,worker-08,completed,COMPLETED,normal,15,pass,,yes,match,,no,A
react-design-editor-244,worker-08/react-design-editor-244.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
react-native-web-2794,worker-08/react-native-web-2794.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
react-pdf-1530,worker-08/react-pdf-1530.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
react-rainbow-1485,worker-08/react-rainbow-1485.json,worker-08,completed,COMPLETED,unclear,15,pass,,yes,match,,no,A
react-timeline-9000-35,worker-08/react-timeline-9000-35.json,worker-08,completed,TIMEOUT,unclear,55,pass,,no,N/A,,no,D
react-virtualized-866,worker-08/react-virtualized-866.json,worker-08,completed,COMPLETED,abnormal,79,pass,,yes,match,,no,A
reactgrid-205,worker-08/reactgrid-205.json,worker-08,completed,COMPLETED,abnormal,15,pass,,yes,match,,no,A
reactgrid-229,worker-08/reactgrid-229.json,worker-08,completed,COMPLETED,abnormal,25,pass,,yes,match,,no,A
shopify-261,worker-08/shopify-261.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
sorry-cypress-228,worker-08/sorry-cypress-228.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
sorry-cypress-392,worker-08/sorry-cypress-392.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
sorry-cypress-849,worker-08/sorry-cypress-849.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
static-cms-790,worker-08/static-cms-790.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
storefront-635,worker-08/storefront-635.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
storefront-636,worker-08/storefront-636.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
storefront-644,worker-08/storefront-644.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
storefront-902,worker-08/storefront-902.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
suneditor-1205,worker-08/suneditor-1205.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
tailwindcss-987,worker-08/tailwindcss-987.json,worker-08,completed,COMPLETED,abnormal,31,pass,,yes,mismatch,,no,A
tui.editor-1806,worker-08/tui.editor-1806.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
useSend-177,worker-08/useSend-177.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
vue-pdf-98,worker-08/vue-pdf-98.json,worker-08,completed,TIMEOUT,unclear,76,pass,,no,N/A,,no,D
vue-slick-carousel-63,worker-08/vue-slick-carousel-63.json,worker-08,completed,TIMEOUT,abnormal,62,pass,,no,N/A,,no,D
website-v2-1887,worker-08/website-v2-1887.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
win11React-658,worker-08/win11React-658.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
wx-calendar-140,worker-08/wx-calendar-140.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
wx-calendar-147,worker-08/wx-calendar-147.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
wx-calendar-153,worker-08/wx-calendar-153.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
wx-calendar-159,worker-08/wx-calendar-159.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
wx-calendar-88,worker-08/wx-calendar-88.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
wx-calendar-89,worker-08/wx-calendar-89.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
wx-calendar-pr25,worker-08/wx-calendar-pr25.json,worker-08,failed,,,,pass,,N/A,N/A,,no,A
BongoCat-431,worker-09/BongoCat-431.json,worker-09,completed,COMPLETED,abnormal,25,fail,#9,yes,match,,yes,C
BongoCat-777,worker-09/BongoCat-777.json,worker-09,completed,COMPLETED,unclear,4,pass,,yes,match,,no,A
ByteStash-156,worker-09/ByteStash-156.json,worker-09,completed,COMPLETED,normal,63,fail,#9,yes,match,,yes,C
Concierge-68,worker-09/Concierge-68.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
Concierge-pr102,worker-09/Concierge-pr102.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
Luckysheet-528,worker-09/Luckysheet-528.json,worker-09,failed,,,,fail,#9,N/A,N/A,,yes,C
Markpad-21,worker-09/Markpad-21.json,worker-09,completed,SIGKILL,unclear,60,fail,#9,no,N/A,,yes,D
Nucleus-26,worker-09/Nucleus-26.json,worker-09,completed,COMPLETED,unclear,11,fail,#9,yes,match,,yes,C
Piped-3762,worker-09/Piped-3762.json,worker-09,completed,COMPLETED,abnormal,45,pass,,yes,match,,no,A
Piped-3941,worker-09/Piped-3941.json,worker-09,completed,SIGKILL,normal,65,pass,,yes,match,,no,A
Piped-3969,worker-09/Piped-3969.json,worker-09,completed,SIGKILL,unclear,69,pass,,yes,match,,no,A
Piped-4072,worker-09/Piped-4072.json,worker-09,completed,COMPLETED,unclear,62,pass,,yes,match,,no,A
Starkiller-5,worker-09/Starkiller-5.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
Task-Board-608,worker-09/Task-Board-608.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
accounts-ui-149,worker-09/accounts-ui-149.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
accounts-ui-156,worker-09/accounts-ui-156.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
accounts-ui-159,worker-09/accounts-ui-159.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
accounts-ui-165,worker-09/accounts-ui-165.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
accounts-ui-167,worker-09/accounts-ui-167.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
air-datepicker-613,worker-09/air-datepicker-613.json,worker-09,completed,TIMEOUT,unclear,16,pass,,no_result_desc,N/A,,no,D
air-datepicker-pr471,worker-09/air-datepicker-pr471.json,worker-09,completed,SKIPPED,unclear,0,fail,"#2, #4, #6",no,N/A,,no,D
angular-datepicker-267,worker-09/angular-datepicker-267.json,worker-09,completed,COMPLETED,abnormal,30,pass,,yes,match,,no,A
bananas-pr57,worker-09/bananas-pr57.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
boardgame.io-1021,worker-09/boardgame.io-1021.json,worker-09,completed,COMPLETED,unclear,17,fail,"#6, #14",no,N/A,,no,D
boardgame.io-1096,worker-09/boardgame.io-1096.json,worker-09,completed,COMPLETED,normal,9,warn,#14,yes,mismatch,,no,B
boardgame.io-766,worker-09/boardgame.io-766.json,worker-09,completed,COMPLETED,reproduced,12,fail,"#5, #14",yes,match,,no,C
boardgame.io-782,worker-09/boardgame.io-782.json,worker-09,completed,COMPLETED,abnormal,49,warn,#14,no_result_desc,N/A,,no,D
boardgame.io-800,worker-09/boardgame.io-800.json,worker-09,completed,COMPLETED,abnormal,53,warn,#14,yes,match,,no,B
boardgame.io-810,worker-09/boardgame.io-810.json,worker-09,completed,COMPLETED,unclear,39,fail,"#6, #14",no,N/A,,no,D
boardgame.io-848,worker-09/boardgame.io-848.json,worker-09,completed,COMPLETED,unclear,42,warn,#14,no_result_desc,N/A,,no,D
boardgame.io-855,worker-09/boardgame.io-855.json,worker-09,completed,COMPLETED,normal,45,fail,"#6, #14",no,N/A,,no,D
books-1159,worker-09/books-1159.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
chatgpt-ui-pr2,worker-09/chatgpt-ui-pr2.json,worker-09,completed,COMPLETED,abnormal,12,pass,,yes,match,,no,A
chatgpt-ui-pr244,worker-09/chatgpt-ui-pr244.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
chimee-pr357,worker-09/chimee-pr357.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
components-pr141,worker-09/components-pr141.json,worker-09,completed,COMPLETED,unclear,6,pass,,yes,match,,no,A
conform-306,worker-09/conform-306.json,worker-09,completed,COMPLETED,unclear,4,warn,#14,yes,mismatch,,no,B
conform-401,worker-09/conform-401.json,worker-09,completed,COMPLETED,unclear,1,warn,#14,yes,match,,no,B
conform-454,worker-09/conform-454.json,worker-09,completed,ERROR,unclear,0,warn,#14,no,match,,no,D
conform-469,worker-09/conform-469.json,worker-09,completed,STOPPED,unclear,69,pass,,no_result_desc,N/A,,no,D
conform-518,worker-09/conform-518.json,worker-09,completed,COMPLETED,unclear,28,pass,,yes,match,,no,A
conform-591,worker-09/conform-591.json,worker-09,completed,COMPLETED,abnormal,8,pass,,yes,match,,no,A
conform-pr1122,worker-09/conform-pr1122.json,worker-09,completed,COMPLETED,normal,19,pass,,yes,match,,no,A
date-picker-svelte-pr22,worker-09/date-picker-svelte-pr22.json,worker-09,completed,COMPLETED,normal,37,pass,,yes,match,,no,A
devtools-598,worker-09/devtools-598.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
drawnix-pr317,worker-09/drawnix-pr317.json,worker-09,completed,COMPLETED,normal,41,pass,,yes,match,,no,A
drawnix-pr324,worker-09/drawnix-pr324.json,worker-09,completed,COMPLETED,reproduced,12,fail,"#5, #14",yes,match,,no,C
editor-542,worker-09/editor-542.json,worker-09,completed,SIGKILL,abnormal,68,fail,#9,yes,match,,yes,C
editor-893,worker-09/editor-893.json,worker-09,completed,COMPLETED,normal,40,fail,#9,yes,match,,yes,C
emoji-mart-220,worker-09/emoji-mart-220.json,worker-09,completed,KILLED,abnormal,79,pass,,yes,match,,no,A
fhir-emr-214,worker-09/fhir-emr-214.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
fhir-emr-295,worker-09/fhir-emr-295.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
fhir-emr-391,worker-09/fhir-emr-391.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
fhir-emr-54,worker-09/fhir-emr-54.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
fhir-emr-pr576,worker-09/fhir-emr-pr576.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
fhir-emr-pr701,worker-09/fhir-emr-pr701.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
fhir-emr-pr763,worker-09/fhir-emr-pr763.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
fhir-emr-pr764,worker-09/fhir-emr-pr764.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
forms-3175,worker-09/forms-3175.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
git-city-11,worker-09/git-city-11.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
git-city-12,worker-09/git-city-12.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
git-city-46,worker-09/git-city-46.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
hads-32,worker-09/hads-32.json,worker-09,completed,COMPLETED,reproduced,15,fail,"#5, #14",yes,match,,no,C
hads-pr13,worker-09/hads-pr13.json,worker-09,completed,COMPLETED,reproduced,21,fail,"#5, #14",yes,match,,no,C
hads-pr43,worker-09/hads-pr43.json,worker-09,completed,COMPLETED,reproduced,3,fail,"#5, #14",yes,match,,no,C
hastic-grafana-app-223,worker-09/hastic-grafana-app-223.json,worker-09,completed,COMPLETED,unclear,0,fail,"#6, #14",no,N/A,,no,D
hastic-grafana-app-275,worker-09/hastic-grafana-app-275.json,worker-09,completed,COMPLETED,unclear,0,fail,"#6, #14",no,N/A,,no,D
hastic-grafana-app-324,worker-09/hastic-grafana-app-324.json,worker-09,completed,COMPLETED,unclear,0,fail,"#6, #14",no,N/A,,no,D
idraw-pr328,worker-09/idraw-pr328.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
idraw-pr355,worker-09/idraw-pr355.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
idraw-pr363,worker-09/idraw-pr363.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
idraw-pr99,worker-09/idraw-pr99.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
kalendar-75,worker-09/kalendar-75.json,worker-09,completed,STOPPED_BY_USER,normal,64,fail,#9,yes,match,,yes,C
kaneo-1066,worker-09/kaneo-1066.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
kaneo-1081,worker-09/kaneo-1081.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
kaneo-1087,worker-09/kaneo-1087.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
kaneo-1131,worker-09/kaneo-1131.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
kaneo-1140,worker-09/kaneo-1140.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
kaneo-875,worker-09/kaneo-875.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
kepler.gl-2305,worker-09/kepler.gl-2305.json,worker-09,completed,COMPLETED,normal,13,pass,,yes,match,,no,A
kubebox-60,worker-09/kubebox-60.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
kubebox-76,worker-09/kubebox-76.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
kubebox-pr101,worker-09/kubebox-pr101.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
kubebox-pr65,worker-09/kubebox-pr65.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
laverna-351,worker-09/laverna-351.json,worker-09,completed,COMPLETED,unclear,25,warn,#14,no_result_desc,N/A,,no,D
laverna-491,worker-09/laverna-491.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
laverna-493,worker-09/laverna-493.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
laverna-497,worker-09/laverna-497.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
lenis-68,worker-09/lenis-68.json,worker-09,completed,TIMEOUT,unclear,20,pass,,no_result_desc,N/A,,no,D
lenis-pr507,worker-09/lenis-pr507.json,worker-09,completed,SKIPPED,unclear,0,fail,"#2, #4, #6",no,N/A,,no,D
lin-cms-vue-267,worker-09/lin-cms-vue-267.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
lumen-149,worker-09/lumen-149.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
lumen-253,worker-09/lumen-253.json,worker-09,completed,COMPLETED,unclear,46,pass,,yes,match,,no,A
lumen-451,worker-09/lumen-451.json,worker-09,completed,COMPLETED,abnormal,52,pass,,yes,match,,no,A
maker.js-556,worker-09/maker.js-556.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
mathlive-2479,worker-09/mathlive-2479.json,worker-09,completed,COMPLETED,abnormal,28,pass,,yes,match,,no,A
mathlive-2482,worker-09/mathlive-2482.json,worker-09,completed,COMPLETED,normal,33,pass,,yes,match,,no,A
mathlive-2638,worker-09/mathlive-2638.json,worker-09,completed,COMPLETED,abnormal,27,pass,,yes,match,,no,A
medium-editor-942,worker-09/medium-editor-942.json,worker-09,completed,COMPLETED,normal,57,pass,,yes,match,,no,A
medium-editor-994,worker-09/medium-editor-994.json,worker-09,completed,COMPLETED,abnormal,77,pass,,yes,match,,no,A
megadraft-283,worker-09/megadraft-283.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
megadraft-286,worker-09/megadraft-286.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
megadraft-288,worker-09/megadraft-288.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
megadraft-302,worker-09/megadraft-302.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
megadraft-319,worker-09/megadraft-319.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
megadraft-324,worker-09/megadraft-324.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
mint-ui-305,worker-09/mint-ui-305.json,worker-09,completed,COMPLETED,unclear,23,pass,,yes,match,,no,A
mint-ui-754,worker-09/mint-ui-754.json,worker-09,completed,COMPLETED,unclear,12,pass,,yes,match,,no,A
mixpost-pr123,worker-09/mixpost-pr123.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
mixpost-pr57,worker-09/mixpost-pr57.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
multiple-select-257,worker-09/multiple-select-257.json,worker-09,completed,COMPLETED,unclear,60,pass,,yes,match,,no,A
multiple-select-302,worker-09/multiple-select-302.json,worker-09,completed,COMPLETED,abnormal,13,pass,,yes,match,,no,A
multiple-select-350,worker-09/multiple-select-350.json,worker-09,completed,COMPLETED,abnormal,20,pass,,yes,match,,no,A
multiple-select-407,worker-09/multiple-select-407.json,worker-09,completed,COMPLETED,normal,21,pass,,yes,mismatch,,no,A
ngx-datatable-1702,worker-09/ngx-datatable-1702.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
ngx-page-scroll-2,worker-09/ngx-page-scroll-2.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
ngx-scanner-297,worker-09/ngx-scanner-297.json,worker-09,completed,COMPLETED,unclear,30,warn,#14,yes,match,,no,B
ngx-scanner-299,worker-09/ngx-scanner-299.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
ngx-scanner-333,worker-09/ngx-scanner-333.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
ngx-scanner-334,worker-09/ngx-scanner-334.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
ngx-scanner-335,worker-09/ngx-scanner-335.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
ngx-scanner-419,worker-09/ngx-scanner-419.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
ngx-scanner-557,worker-09/ngx-scanner-557.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
ngx-scanner-7,worker-09/ngx-scanner-7.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
npkill-26,worker-09/npkill-26.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
npkill-42,worker-09/npkill-42.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
npkill-67,worker-09/npkill-67.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
npkill-pr161,worker-09/npkill-pr161.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
npkill-pr196,worker-09/npkill-pr196.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
npkill-pr3,worker-09/npkill-pr3.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
npkill-pr99,worker-09/npkill-pr99.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
nuxt-graphql-client-186,worker-09/nuxt-graphql-client-186.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
nuxt-graphql-client-262,worker-09/nuxt-graphql-client-262.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
nuxt-graphql-client-270,worker-09/nuxt-graphql-client-270.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
nuxt-graphql-client-486,worker-09/nuxt-graphql-client-486.json,worker-09,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
obsidian-execute-code-150,worker-09/obsidian-execute-code-150.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
obsidian-execute-code-169,worker-09/obsidian-execute-code-169.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
obsidian-execute-code-347,worker-09/obsidian-execute-code-347.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
obsidian-execute-code-89,worker-09/obsidian-execute-code-89.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
obsidian-execute-code-96,worker-09/obsidian-execute-code-96.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
obsidian-execute-code-pr161,worker-09/obsidian-execute-code-pr161.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
obsidian-execute-code-pr206,worker-09/obsidian-execute-code-pr206.json,worker-09,failed,,,,warn,#14,N/A,N/A,,no,A
obsidian-execute-code-pr395,worker-09/obsidian-execute-code-pr395.json,worker-09,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
openclaw-nerve-27,worker-09/openclaw-nerve-27.json,worker-09,completed,COMPLETED,abnormal,25,pass,,yes,mismatch,,no,A
openclaw-nerve-64,worker-09/openclaw-nerve-64.json,worker-09,failed,,,,pass,,N/A,N/A,,no,A
org-chart-215,worker-09/org-chart-215.json,worker-09,completed,COMPLETED,unclear,51,fail,#9,yes,match,,yes,C
